Roll No,First name,Last name,DOB /Age,Grade,Grade LL,Section,Mandal,Village Name,Gender (M/F),Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Total Score,Total Marks,Total %,Center,Center_Name
PAT_39,Dean,,13,8,8,B,Simonhaven,Troy Centers,M,2,0,0,2,3,2,0,2,2,2,15,30,50.0,PAT,Patna
PAT_40,Hector,,11,6,6,B,North Marioburgh,Baxter Mall,M,0,1,0,2,4,2,1,2,1,3,16,30,53.33,PAT,Patna
PAT_41,Danielle,,9,4,4,B,Tammyside,Robinson Brooks,F,2,0,0,0,4,2,1,2,1,3,15,30,50.0,PAT,Patna
PAT_42,Patrick,,6,1,1,B,Davismouth,Bailey Flats,M,0,1,1,2,0,2,0,3,0,3,12,30,40.0,PAT,Patna
PAT_43,Kristen,,12,7,7,B,South Elizabethchester,Megan Island,F,0,4,0,2,0,4,3,3,0,1,17,30,56.67,PAT,Patna
PAT_44,William,,7,2,2,B,Port Crystalberg,Michael Meadow,F,1,4,1,0,1,2,2,1,3,2,17,30,56.67,PAT,Patna
PAT_45,Kristina,,11,6,6,B,North Erikafurt,Wallace Gardens,F,1,0,2,0,1,2,0,1,1,1,9,30,30.0,PAT,Patna
PAT_46,Brendan,,9,4,4,B,Gabrielamouth,Laurie Plains,F,2,2,0,2,3,3,0,2,3,1,18,30,60.0,PAT,Patna
PAT_47,Maxwell,,10,5,5,B,North Davidborough,William Grove,M,1,4,2,1,4,4,2,0,2,1,21,30,70.0,PAT,Patna
PAT_48,Christopher,,13,8,8,B,Meganfurt,Wilson Dale,M,2,3,2,1,3,3,2,1,0,2,19,30,63.33,PAT,Patna
PAT_49,Lisa,,14,9,9,B,Greerborough,Krause Extensions,M,1,3,2,1,1,0,0,1,1,2,12,30,40.0,PAT,Patna
PAT_50,Jessica,,8,3,3,B,Lake Peterbury,Morrison Ridge,M,1,3,0,1,1,3,0,1,2,0,12,30,40.0,PAT,Patna
PAT_51,Lindsey,,9,4,4,B,East Anthonyland,Timothy Port,M,2,0,2,2,1,4,2,3,0,3,19,30,63.33,PAT,Patna
PAT_52,Sean,,16,10,10,B,Chavezburgh,Davis Crescent,F,2,3,0,0,4,0,0,2,2,0,13,30,43.33,PAT,Patna
PAT_53,Sarah,,6,1,1,B,South Shannon,Jacqueline Locks,M,2,2,1,2,0,2,1,3,2,1,16,30,53.33,PAT,Patna
PAT_54,Donald,,10,5,5,B,South Michael,Hill Loop,M,1,4,0,0,0,1,0,1,3,2,12,30,40.0,PAT,Patna
PAT_55,Randy,,12,7,7,B,South Coreyhaven,Goodwin Well,M,1,4,1,2,4,0,0,2,1,0,15,30,50.0,PAT,Patna
PAT_56,Sabrina,,9,4,4,B,West Stacey,Anthony Isle,M,2,1,1,1,4,2,0,2,3,0,16,30,53.33,PAT,Patna
PAT_57,Dawn,,12,7,7,B,Anthonyside,Brown Green,M,1,2,1,1,3,3,2,1,1,0,15,30,50.0,PAT,Patna
PAT_58,Kristen,,7,2,2,B,Dennismouth,Mclaughlin Parks,F,0,0,1,1,3,1,1,1,1,1,10,30,33.33,PAT,Patna
PAT_59,Courtney,,12,7,7,B,Jonesbury,Jordan Fork,F,1,1,0,2,1,4,0,3,0,1,13,30,43.33,PAT,Patna
PAT_60,Darius,,12,7,7,B,Katiemouth,Tina Burgs,F,0,3,1,0,4,1,3,3,0,0,15,30,50.0,PAT,Patna
PAT_61,Samantha,,8,3,3,C,Lake Jimmy,Matthew Mission,F,2,4,1,2,3,3,0,1,0,2,18,30,60.0,PAT,Patna
PAT_62,Monica,,14,9,9,C,West Lisaland,Owens Lane,M,2,0,0,1,1,2,1,3,3,2,15,30,50.0,PAT,Patna
PAT_63,Samantha,,14,9,9,C,Kimville,Colon Mountain,F,0,2,2,1,3,3,3,0,3,2,19,30,63.33,PAT,Patna
PAT_64,Tiffany,,7,2,2,C,Swansonhaven,Shannon Mountain,M,1,4,2,1,4,1,1,3,2,1,20,30,66.67,PAT,Patna
PAT_65,Scott,,16,10,10,C,Jacksonville,Beck Summit,F,1,3,2,2,3,2,0,1,1,3,18,30,60.0,PAT,Patna
PAT_66,Donald,,13,8,8,C,East Josephview,Cunningham Street,F,0,4,0,1,4,2,2,1,0,3,17,30,56.67,PAT,Patna
PAT_67,Aaron,,15,10,10,C,Phillipton,Austin Ferry,F,2,1,1,1,0,0,0,0,2,3,10,30,33.33,PAT,Patna
PAT_68,Ernest,,11,6,6,C,Davidmouth,Kimberly Expressway,M,2,4,1,1,4,4,0,3,3,1,23,30,76.67,PAT,Patna
PAT_69,Joshua,,10,5,5,C,New Sarahfort,James Plaza,M,2,1,2,2,2,0,0,0,1,0,10,30,33.33,PAT,Patna
PAT_70,Sarah,,6,1,1,C,East Brian,Jacqueline Crescent,F,2,3,2,0,3,3,0,3,0,0,16,30,53.33,PAT,Patna
PAT_71,Joshua,,10,5,5,C,Gomezbury,Parker Cape,F,1,1,1,1,2,4,2,1,2,3,18,30,60.0,PAT,Patna
PAT_72,Michael,,13,8,8,C,Port Jessica,Hanson Junction,M,1,3,1,0,0,2,0,3,3,1,14,30,46.67,PAT,Patna
PAT_73,Christina,,11,6,6,C,West Jessicaview,Brown Village,F,1,3,1,0,2,0,1,3,2,2,15,30,50.0,PAT,Patna
PAT_74,Jennifer,,8,3,3,C,North Dana,Sara Squares,F,0,2,1,1,3,4,2,3,3,2,21,30,70.0,PAT,Patna
PAT_75,Chase,,13,8,8,C,Lake Jessica,Pamela Crest,F,2,3,1,0,0,3,2,1,3,3,18,30,60.0,PAT,Patna
PAT_76,Joshua,,7,2,2,C,West Meganhaven,Sullivan Green,F,2,2,0,1,4,3,2,1,0,2,17,30,56.67,PAT,Patna
PAT_77,Jenna,,15,10,10,C,East Cynthiaborough,Pamela Underpass,M,2,0,1,2,4,3,0,2,2,2,18,30,60.0,PAT,Patna
PAT_78,Michelle,,13,8,8,C,North Erica,Johnson Meadows,M,0,4,0,0,2,1,1,2,0,3,13,30,43.33,PAT,Patna
PAT_79,Catherine,,7,2,2,C,South Trevor,Megan Path,F,2,0,0,0,3,3,3,3,1,2,17,30,56.67,PAT,Patna
PAT_80,Carrie,,15,10,10,C,Lake Sydney,Herrera Ramp,F,2,4,2,1,1,2,3,3,2,0,20,30,66.67,PAT,Patna
PAT_81,Caitlyn,,10,5,5,C,Powellview,Jennifer Cape,F,2,4,2,0,4,0,1,0,3,3,19,30,63.33,PAT,Patna
PAT_82,Elizabeth,,11,6,6,C,Port Adamberg,Phyllis Station,F,1,1,0,2,4,4,3,0,1,3,19,30,63.33,PAT,Patna
PAT_83,Christopher,,12,7,7,C,Samuelside,Nicole Estates,F,0,3,0,1,0,1,1,3,2,2,13,30,43.33,PAT,Patna
PAT_84,Debra,,13,8,8,C,Andersonmouth,Roy Ways,F,2,1,0,1,4,3,2,2,3,1,19,30,63.33,PAT,Patna
PAT_85,Stephen,,9,4,4,C,Jennyborough,David Plain,M,2,1,2,1,1,0,3,2,1,3,16,30,53.33,PAT,Patna
PAT_86,James,,9,4,4,C,Whiteville,Ritter Crescent,M,1,2,2,0,0,3,3,0,1,1,13,30,43.33,PAT,Patna
PAT_87,Rebecca,,16,10,10,C,Richardton,Tina Cape,F,1,0,0,2,3,3,0,3,3,2,17,30,56.67,PAT,Patna
PAT_88,Sheila,,12,7,7,C,Stevenbury,Hill Corners,F,1,2,0,0,0,2,1,2,2,0,10,30,33.33,PAT,Patna
PAT_89,Manuel,,10,5,5,C,Charlestown,Corey Station,F,1,3,2,1,1,2,1,0,3,3,17,30,56.67,PAT,Patna
PAT_90,Logan,,6,1,1,C,Jonesstad,Stone Squares,F,1,3,2,2,1,3,3,0,3,0,18,30,60.0,PAT,Patna
PAT_91,Donna,,7,2,2,D,Michaelfort,Gomez Bypass,M,1,4,1,2,0,3,2,1,0,2,16,30,53.33,PAT,Patna
PAT_92,Patricia,,12,7,7,D,Walterfort,Johnson Vista,F,2,0,1,1,4,1,2,3,1,3,18,30,60.0,PAT,Patna
PAT_93,Brenda,,14,9,9,D,New Brandonfort,Roy Trail,M,2,2,1,2,2,3,3,1,1,1,18,30,60.0,PAT,Patna
PAT_94,Douglas,,8,3,3,D,New Kathleen,Megan Overpass,F,2,1,2,0,3,2,2,0,2,2,16,30,53.33,PAT,Patna
PAT_95,Laura,,6,1,1,D,West Michelleshire,Peters Freeway,M,2,1,1,1,1,1,1,3,3,3,17,30,56.67,PAT,Patna
PAT_96,Joanna,,6,1,1,D,Lake Katiehaven,Williams Brooks,M,2,0,2,1,2,0,1,3,1,2,14,30,46.67,PAT,Patna
PAT_97,Nicholas,,8,3,3,D,Lake Sandramouth,Bailey Stravenue,M,0,3,2,2,1,0,3,3,2,1,17,30,56.67,PAT,Patna
PAT_98,Steven,,6,1,1,D,Scottfurt,Norris Station,M,0,0,1,1,3,1,3,0,3,2,14,30,46.67,PAT,Patna
PAT_99,Matthew,,14,9,9,D,New Christine,Stephanie Dale,F,1,0,1,2,3,1,3,2,2,3,18,30,60.0,PAT,Patna
PAT_100,Maria,,8,3,3,D,Port Thomas,Lewis Bypass,M,2,0,1,0,2,0,1,2,0,0,8,30,26.67,PAT,Patna
PAT_101,Anthony,,7,2,2,D,Barkerport,Bond Wall,F,2,0,0,0,4,4,1,2,3,3,19,30,63.33,PAT,Patna
PAT_102,Tracey,,11,6,6,D,Chavezhaven,Sandra Fort,F,1,1,2,0,1,0,3,0,1,0,9,30,30.0,PAT,Patna
PAT_103,Ronald,,9,4,4,D,Lake Stevenport,Jacob Squares,F,2,3,2,1,1,0,1,1,1,0,12,30,40.0,PAT,Patna
PAT_104,Jeremiah,,16,10,10,D,Port Jonathantown,Jennifer Views,F,0,0,1,1,3,4,3,2,0,0,14,30,46.67,PAT,Patna
PAT_105,Amy,,10,5,5,D,North Andrew,Douglas Knolls,M,1,2,0,2,1,3,3,3,3,3,21,30,70.0,PAT,Patna
PAT_106,Robert,,10,5,5,D,Mitchellside,Gordon Vista,M,0,0,2,2,0,2,0,2,2,3,13,30,43.33,PAT,Patna
PAT_107,Brenda,,13,8,8,D,Lake Williamchester,Jessica Streets,M,1,1,0,1,0,3,2,0,2,3,13,30,43.33,PAT,Patna
PAT_108,Katherine,,11,6,6,D,Andreaburgh,Thomas Skyway,M,1,0,2,1,0,4,0,1,3,2,14,30,46.67,PAT,Patna
PAT_109,Jared,,10,5,5,D,South Lisa,Dylan Crossroad,M,0,0,2,0,1,4,0,1,1,1,10,30,33.33,PAT,Patna
PAT_110,Kathleen,,6,1,1,D,North Jessicafurt,Davies Road,M,0,4,2,2,1,1,0,3,1,2,16,30,53.33,PAT,Patna
PAT_111,Carrie,,12,7,7,D,North Victoriatown,Joseph Falls,F,2,3,2,2,1,3,2,3,0,2,20,30,66.67,PAT,Patna
PAT_112,Nathan,,9,4,4,D,Lake Elizabeth,James Station,M,1,1,2,1,4,2,1,3,0,1,16,30,53.33,PAT,Patna
PAT_113,Mackenzie,,9,4,4,D,New Robertbury,Karen Springs,M,2,4,0,0,0,0,2,1,2,1,12,30,40.0,PAT,Patna
PAT_114,Craig,,14,9,9,D,North Eric,Perez Light,F,1,1,1,1,3,1,1,3,3,1,16,30,53.33,PAT,Patna
PAT_115,Lori,,6,1,1,D,Port Donna,Johnson Plaza,F,0,3,2,2,0,1,2,2,1,3,16,30,53.33,PAT,Patna
PAT_116,Theresa,,15,10,10,D,Lake Breannatown,Jack Ridge,M,2,4,1,0,4,0,1,1,3,0,16,30,53.33,PAT,Patna
PAT_117,Janet,,15,10,10,D,Dicksonfort,George Mountain,F,0,2,0,2,2,0,3,2,0,3,14,30,46.67,PAT,Patna
PAT_118,Brandon,,7,2,2,D,Loganstad,Nelson Walks,M,2,0,0,2,2,2,2,1,3,2,16,30,53.33,PAT,Patna
PAT_119,Jessica,,14,9,9,D,Monicamouth,Erickson Street,M,0,0,2,1,1,4,0,1,3,3,15,30,50.0,PAT,Patna
PAT_120,Elizabeth,,6,1,1,D,New Codymouth,Hahn Valley,M,1,1,0,2,4,2,2,1,3,0,16,30,53.33,PAT,Patna
PAT_121,Melissa,,13,8,8,E,Hatfieldburgh,Sherri Stravenue,F,0,1,0,1,3,1,0,3,2,2,13,30,43.33,PAT,Patna
PAT_122,Pamela,,16,10,10,E,Moralesfort,Hayden Vista,F,1,0,1,2,2,1,2,3,0,1,13,30,43.33,PAT,Patna
PAT_123,Alexander,,14,9,9,E,West Nancytown,Martinez Plains,M,2,3,0,1,4,0,3,1,0,2,16,30,53.33,PAT,Patna
PAT_124,Charles,,15,10,10,E,Shelbyburgh,Kevin Causeway,F,2,2,2,0,3,1,1,0,3,1,15,30,50.0,PAT,Patna
PAT_125,Linda,,15,10,10,E,Tylerland,Emily Parkway,M,0,3,1,2,0,0,2,1,1,1,11,30,36.67,PAT,Patna
PAT_126,Matthew,,11,6,6,E,Port Judith,Cheryl Drive,F,2,3,0,1,3,0,0,3,2,3,17,30,56.67,PAT,Patna
PAT_127,Scott,,6,1,1,E,North Shelly,Harrington Mall,F,0,2,2,2,1,1,1,1,0,1,11,30,36.67,PAT,Patna
PAT_128,Julie,,8,3,3,E,Williamsburgh,Angela Ranch,M,1,1,1,2,2,1,1,3,2,1,15,30,50.0,PAT,Patna
PAT_129,Danielle,,6,1,1,E,Blankenshipmouth,Benjamin Ports,M,0,3,0,2,2,2,1,0,0,0,10,30,33.33,PAT,Patna
PAT_130,Vanessa,,8,3,3,E,Lake Katherine,Melissa Bypass,F,2,4,1,2,4,0,2,0,1,0,16,30,53.33,PAT,Patna
PAT_131,Cody,,15,10,10,E,Thomasmouth,Brooke Vista,M,1,0,1,0,1,4,2,1,1,1,12,30,40.0,PAT,Patna
PAT_132,Clinton,,14,9,9,E,Dixonchester,Heath Ways,F,1,0,1,2,4,0,0,1,0,0,9,30,30.0,PAT,Patna
PAT_133,Michael,,10,5,5,E,Nicoleville,Anthony Neck,F,1,2,2,2,4,1,1,3,1,0,17,30,56.67,PAT,Patna
PAT_134,Lisa,,16,10,10,E,South Daniel,Vincent Spur,F,1,0,0,1,0,3,0,2,3,3,13,30,43.33,PAT,Patna
PAT_135,Christian,,13,8,8,E,South Theresa,Trujillo Meadows,M,2,3,0,1,3,1,2,0,3,1,16,30,53.33,PAT,Patna
PAT_136,Sandra,,7,2,2,E,East Brandontown,Brown Plains,F,0,4,2,0,2,2,3,3,2,2,20,30,66.67,PAT,Patna
PAT_137,Charles,,14,9,9,E,Lake Christon,Mccarthy Isle,F,0,1,2,0,1,4,0,0,0,2,10,30,33.33,PAT,Patna
PAT_138,Kaitlyn,,14,9,9,E,Hollychester,Meyers Field,M,1,4,0,2,4,0,0,0,1,2,14,30,46.67,PAT,Patna
PAT_139,Julie,,12,7,7,E,Lake Tiffany,James Field,M,2,4,0,2,4,2,0,2,2,0,18,30,60.0,PAT,Patna
PAT_140,Michael,,8,3,3,E,West Tanyaborough,Jeremy Viaduct,F,2,2,0,2,0,2,2,2,1,1,14,30,46.67,PAT,Patna
PAT_141,Amanda,,14,9,9,E,New Jacob,David Ports,F,2,4,1,0,4,2,0,1,0,3,17,30,56.67,PAT,Patna
PAT_142,Joseph,,7,2,2,E,Greeneside,Williams Park,M,0,3,1,0,2,4,0,2,0,0,12,30,40.0,PAT,Patna
PAT_143,Jeffrey,,9,4,4,E,Russoview,Wood Union,F,1,0,1,2,0,0,0,2,2,1,9,30,30.0,PAT,Patna
PAT_144,Derek,,7,2,2,E,Griffithside,Burns Creek,M,2,0,1,2,3,1,3,3,2,0,17,30,56.67,PAT,Patna
PAT_145,Patricia,,11,6,6,E,South Jennifer,Davis Parkway,M,1,4,1,2,0,2,1,3,3,1,18,30,60.0,PAT,Patna
PAT_146,Sheila,,11,6,6,E,South Meganchester,Holloway Hills,M,2,2,1,0,4,0,0,2,0,1,12,30,40.0,PAT,Patna
PAT_147,Lori,,9,4,4,E,Zacharyland,Sabrina Point,M,1,4,0,2,3,3,3,0,2,0,18,30,60.0,PAT,Patna
PAT_148,Jeremy,,13,8,8,E,South Bailey,Tiffany Ferry,F,0,2,2,1,2,2,0,2,0,1,12,30,40.0,PAT,Patna
PAT_149,Tyler,,7,2,2,E,Johnsonberg,Rachel Mountains,F,1,2,1,1,3,4,3,0,3,2,20,30,66.67,PAT,Patna
PAT_150,Ralph,,15,10,10,E,West Bruceton,Angela Keys,M,2,2,2,0,4,4,2,2,0,0,18,30,60.0,PAT,Patna
SMT_1,Amber,,12,7,7,A,South Debra,Alan Motorway,M,1,1,1,2,1,1,1,3,3,0,14,30,46.67,SMT,SMT
SMT_2,Charles,,15,10,10,A,Smithburgh,Kathleen Causeway,F,1,1,1,1,0,4,0,2,3,2,15,30,50.0,SMT,SMT
SMT_3,Jenny,,13,8,8,A,Carrfurt,Valerie Mission,M,2,0,0,1,0,0,0,2,2,0,7,30,23.33,SMT,SMT
SMT_4,Dorothy,,13,8,8,A,Brandonshire,Christopher Locks,F,2,0,0,2,4,3,1,0,3,0,15,30,50.0,SMT,SMT
SMT_5,Douglas,,11,6,6,A,East Janetland,Brittney Shores,M,2,2,2,1,1,0,2,3,1,1,15,30,50.0,SMT,SMT
SMT_6,Whitney,,6,1,1,A,Hansonhaven,Megan Ridge,M,2,2,0,0,1,3,3,2,3,0,16,30,53.33,SMT,SMT
SMT_7,Rachel,,13,8,8,A,Travisbury,Nicole Tunnel,M,2,1,0,1,4,2,3,3,0,2,18,30,60.0,SMT,SMT
SMT_8,Julia,,9,4,4,A,West Caleb,Dawn Mission,F,2,1,2,1,4,3,1,3,0,1,18,30,60.0,SMT,SMT
SMT_9,April,,16,10,10,A,New Danielle,Martha Wall,F,0,0,0,0,1,4,2,3,1,0,11,30,36.67,SMT,SMT
SMT_10,Dana,,11,6,6,A,Thomasside,Solis Gardens,M,1,4,0,0,2,4,3,2,0,2,18,30,60.0,SMT,SMT
SMT_11,James,,9,4,4,A,South Susan,Joshua Rapid,F,0,3,0,1,3,2,3,2,3,3,20,30,66.67,SMT,SMT
SMT_12,Lauren,,6,1,1,A,East Laura,Danielle Island,M,2,3,1,1,1,3,2,3,3,1,20,30,66.67,SMT,SMT
SMT_13,Daniel,,9,4,4,A,Ricardoberg,Warren Burgs,M,2,2,1,2,0,4,3,2,2,2,20,30,66.67,SMT,SMT
SMT_14,Julie,,16,10,10,A,South Stevenville,Torres Way,F,0,4,2,2,2,0,1,2,2,3,18,30,60.0,SMT,SMT
SMT_15,Robert,,15,10,10,A,Port Angelaport,Erika Overpass,F,1,1,1,2,2,2,3,3,2,0,17,30,56.67,SMT,SMT
SMT_16,Tabitha,,7,2,2,A,West Courtneyshire,Johnson Forks,M,1,0,1,2,1,1,2,1,1,2,12,30,40.0,SMT,SMT
SMT_17,Gabriella,,15,10,10,A,Cooperland,Taylor Trace,F,2,3,2,1,1,0,0,0,2,1,12,30,40.0,SMT,SMT
SMT_18,Angela,,6,1,1,A,Medinaview,Jonathon Point,F,2,3,2,2,2,4,3,3,3,1,25,30,83.33,SMT,SMT
SMT_19,Jason,,12,7,7,A,Lake Lisa,Black Orchard,F,2,0,2,2,0,2,0,0,1,0,9,30,30.0,SMT,SMT
SMT_20,Dakota,,14,9,9,A,Heatherbury,Hartman Points,M,2,4,0,2,4,1,3,1,0,1,18,30,60.0,SMT,SMT
SMT_21,Priscilla,,15,10,10,A,Balltown,Elizabeth Turnpike,M,2,0,0,0,4,1,0,1,2,1,11,30,36.67,SMT,SMT
SMT_22,Whitney,,15,10,10,A,Brownchester,Hughes Skyway,M,0,1,2,0,3,0,1,3,3,1,14,30,46.67,SMT,SMT
SMT_23,Andrea,,14,9,9,A,North Marie,Marc Views,F,2,4,0,0,4,2,3,1,1,0,17,30,56.67,SMT,SMT
SMT_24,Alicia,,7,2,2,A,Schultzburgh,Paul Center,F,2,4,2,0,4,0,3,3,2,1,21,30,70.0,SMT,SMT
SMT_25,Timothy,,10,5,5,A,Lisaland,Christopher Mall,F,0,3,1,0,2,2,1,0,0,2,11,30,36.67,SMT,SMT
SMT_26,Daniel,,7,2,2,A,Longhaven,Jessica Crescent,F,1,2,0,2,0,1,0,3,1,0,10,30,33.33,SMT,SMT
SMT_27,Sandra,,8,3,3,A,North Vincentport,Ramirez Road,M,2,0,1,2,2,0,0,3,1,3,14,30,46.67,SMT,SMT
SMT_28,Joseph,,14,9,9,A,West Stevenhaven,May Fields,M,0,1,1,1,3,4,2,2,0,3,17,30,56.67,SMT,SMT
SMT_29,Teresa,,13,8,8,A,Williamsview,Bailey Islands,M,0,0,2,1,2,0,2,2,2,2,13,30,43.33,SMT,SMT
SMT_30,Brittany,,15,10,10,A,Ramirezberg,Brown Expressway,F,2,1,2,2,2,4,2,1,3,3,22,30,73.33,SMT,SMT
SMT_31,Mary,,11,6,6,B,West Jeffreyville,Chapman Court,F,0,4,1,2,4,4,1,1,1,2,20,30,66.67,SMT,SMT
SMT_32,Nancy,,7,2,2,B,Lake Vincent,Amy Walk,F,2,1,0,1,0,0,2,2,0,1,9,30,30.0,SMT,SMT
SMT_33,Amber,,16,10,10,B,Kathrynborough,Laura Route,F,1,4,2,2,0,0,2,0,1,2,14,30,46.67,SMT,SMT
SMT_34,Denise,,16,10,10,B,Jasonfurt,Jacob Unions,M,0,3,0,1,4,2,3,0,1,3,17,30,56.67,SMT,SMT
SMT_35,Christopher,,6,1,1,B,Port Joshuamouth,Kelly Bypass,M,2,2,2,2,2,0,1,1,0,1,13,30,43.33,SMT,SMT
SMT_36,Samantha,,15,10,10,B,Powellchester,Jennifer Plains,M,0,2,1,0,3,1,0,2,3,1,13,30,43.33,SMT,SMT
SMT_37,Rebecca,,15,10,10,B,Bobton,Alexis Square,M,0,4,1,0,1,2,1,1,3,0,13,30,43.33,SMT,SMT
SMT_38,David,,16,10,10,B,Stevenshire,Greene Course,F,2,1,1,2,1,0,0,3,3,3,16,30,53.33,SMT,SMT
SMT_39,Amy,,7,2,2,B,Watkinsstad,Lopez Ridge,M,1,1,1,2,1,4,1,1,0,2,14,30,46.67,SMT,SMT
SMT_40,Jennifer,,10,5,5,B,Kathleenmouth,Felicia Union,M,0,4,0,0,0,0,1,3,1,0,9,30,30.0,SMT,SMT
SMT_41,Angela,,15,10,10,B,Pamelafort,Charles Grove,M,1,3,0,1,2,4,1,1,2,0,15,30,50.0,SMT,SMT
SMT_42,Kelsey,,16,10,10,B,Angelaberg,Trevor Cape,M,2,0,1,0,1,4,3,1,1,1,14,30,46.67,SMT,SMT
SMT_43,Michael,,9,4,4,B,East Brianna,Renee Rue,M,2,0,2,2,4,2,3,3,2,2,22,30,73.33,SMT,SMT
SMT_44,Connie,,13,8,8,B,Lake Lisachester,Virginia Island,M,1,0,2,2,4,2,3,3,3,2,22,30,73.33,SMT,SMT
SMT_45,Andrew,,7,2,2,B,West Steven,James Expressway,F,0,3,1,2,3,0,2,3,3,1,18,30,60.0,SMT,SMT
SMT_46,Laura,,14,9,9,B,Shawnland,Vargas Centers,F,2,0,0,1,4,2,0,2,2,3,16,30,53.33,SMT,SMT
SMT_47,Justin,,7,2,2,B,Edwardston,Houston Hills,M,0,3,2,0,2,2,0,0,1,2,12,30,40.0,SMT,SMT
SMT_48,Carol,,16,10,10,B,South Evelyn,Jessica Ferry,M,0,2,0,1,2,0,1,0,3,0,9,30,30.0,SMT,SMT
SMT_49,Tina,,6,1,1,B,New Tara,Deborah Ways,F,1,3,0,1,3,4,0,0,0,0,12,30,40.0,SMT,SMT
SMT_50,Kari,,14,9,9,B,Brianhaven,Crystal Avenue,M,0,4,2,1,3,2,2,3,3,0,20,30,66.67,SMT,SMT
SMT_51,Jacqueline,,7,2,2,B,East David,Dixon Square,F,0,1,1,0,2,1,0,3,1,0,9,30,30.0,SMT,SMT
SMT_52,Laura,,16,10,10,B,North Vanessa,Lee Circle,F,0,2,2,1,1,3,1,1,3,3,17,30,56.67,SMT,SMT
SMT_53,Evelyn,,14,9,9,B,Morganville,Daniel Crossroad,F,1,0,2,2,3,4,1,1,1,0,15,30,50.0,SMT,SMT
SMT_54,Paula,,7,2,2,B,South Renee,Mullins Expressway,M,0,3,1,1,3,0,0,1,0,0,9,30,30.0,SMT,SMT
SMT_55,Amanda,,15,10,10,B,Wrightport,Julia Trail,M,1,3,1,1,0,2,1,3,1,3,16,30,53.33,SMT,SMT
SMT_56,Kathryn,,6,1,1,B,East James,Brown Mountain,M,2,4,0,1,0,0,2,3,1,1,14,30,46.67,SMT,SMT
SMT_57,Jill,,12,7,7,B,North Craigland,Brown Locks,M,0,1,1,1,3,1,2,3,3,1,16,30,53.33,SMT,SMT
SMT_58,Brittany,,7,2,2,B,South Michaelmouth,Summers Landing,M,0,3,0,2,0,1,2,0,1,1,10,30,33.33,SMT,SMT
SMT_59,Beth,,7,2,2,B,Wilsonfurt,Smith River,F,1,3,1,1,2,4,1,2,3,2,20,30,66.67,SMT,SMT
SMT_60,Brandon,,16,10,10,B,East Janet,Ashley Plains,M,0,3,1,2,4,1,3,0,1,3,18,30,60.0,SMT,SMT
SMT_61,Monica,,8,3,3,C,East Kenneth,Butler Center,F,1,3,1,2,0,2,2,3,3,2,19,30,63.33,SMT,SMT
SMT_62,Jonathan,,6,1,1,C,Amandaport,Gomez Plaza,F,0,4,0,1,0,3,1,3,2,1,15,30,50.0,SMT,SMT
SMT_63,Mark,,15,10,10,C,South Maria,Angela Bridge,F,2,1,1,1,4,4,2,2,1,2,20,30,66.67,SMT,SMT
SMT_64,Carolyn,,15,10,10,C,North Christina,Davis Flat,M,2,3,0,1,3,1,1,0,2,2,15,30,50.0,SMT,SMT
SMT_65,Anthony,,7,2,2,C,Lyonsville,Stewart Villages,F,2,4,0,2,0,1,3,0,1,2,15,30,50.0,SMT,SMT
SMT_66,Kelly,,7,2,2,C,Welchstad,Ballard Fall,F,0,3,2,0,0,4,1,2,1,3,16,30,53.33,SMT,SMT
SMT_67,Allen,,13,8,8,C,Port Gabrielview,Kelly Roads,M,0,1,2,0,2,1,1,1,0,0,8,30,26.67,SMT,SMT
SMT_68,Matthew,,7,2,2,C,Tonyville,Ruiz Lock,M,0,2,2,0,4,1,1,2,0,2,14,30,46.67,SMT,SMT
SMT_69,Sherry,,6,1,1,C,East Kyleport,Garcia Place,M,1,1,2,1,4,2,0,3,0,0,14,30,46.67,SMT,SMT
SMT_70,Richard,,6,1,1,C,North Deanbury,Thomas Union,F,0,0,2,2,4,2,2,1,2,2,17,30,56.67,SMT,SMT
SMT_71,Gary,,11,6,6,C,Lake Zacharyside,Patrick Course,F,2,1,1,0,4,2,1,0,3,0,14,30,46.67,SMT,SMT
SMT_72,Denise,,16,10,10,C,Shannonfurt,Johnny Crossroad,F,0,1,1,0,4,3,1,3,1,2,16,30,53.33,SMT,SMT
SMT_73,Pedro,,6,1,1,C,Wilsonshire,Schaefer Point,F,1,1,2,0,1,0,0,0,2,1,8,30,26.67,SMT,SMT
SMT_74,James,,15,10,10,C,East Aaronview,David Creek,M,2,3,0,2,4,4,2,1,3,1,22,30,73.33,SMT,SMT
SMT_75,Richard,,10,5,5,C,Pattersontown,Marsh Dam,F,2,2,1,0,1,4,0,2,1,1,14,30,46.67,SMT,SMT
SMT_76,Joseph,,15,10,10,C,Richardsonhaven,Hill Loop,M,0,2,2,2,2,0,0,3,3,2,16,30,53.33,SMT,SMT
SMT_77,Brenda,,10,5,5,C,South Stevenmouth,Poole River,F,2,1,2,1,1,3,3,1,3,0,17,30,56.67,SMT,SMT
SMT_78,Tracy,,9,4,4,C,Andersontown,Turner Trafficway,F,0,0,1,1,1,2,1,3,3,3,15,30,50.0,SMT,SMT
SMT_79,Kayla,,14,9,9,C,East Anthonyton,Cole Corner,F,1,1,0,0,0,1,1,2,3,0,9,30,30.0,SMT,SMT
